ID,Order,Family,Scientific,English,German
9953,PASSERIFORMES,Prunellidae,Prunella atrogularis,Black-throated Accentor,Schwarzkehlbraunelle
9954,PASSERIFORMES,Prunellidae,Prunella koslowi,Kozlov's Accentor,Steppenbraunelle
9955,PASSERIFORMES,Prunellidae,Prunella modularis,Dunnock,Heckenbraunelle
9956,PASSERIFORMES,Prunellidae,Prunella rubida,Japanese Accentor,Rötelbraunelle
9957,PASSERIFORMES,Prunellidae,Prunella immaculata,Maroon-backed Accentor,Waldbraunelle
9958,PASSERIFORMES,Motacillidae,Dendronanthus indicus,Forest Wagtail,Baumstelze
9959,PASSERIFORMES,Motacillidae,Motacilla flava,Western Yellow Wagtail,Schafstelze
9960,PASSERIFORMES,Motacillidae,Motacilla tschutschensis,Eastern Yellow Wagtail,Tschuktschenstelze
9961,PASSERIFORMES,Motacillidae,Motacilla citreola,Citrine Wagtail,Zitronenstelze
9962,PASSERIFORMES,Motacillidae,Motacilla capensis,Cape Wagtail,Kapstelze
9963,PASSERIFORMES,Motacillidae,Motacilla flaviventris,Madagascar Wagtail,Madagaskarstelze
9964,PASSERIFORMES,Motacillidae,Motacilla bocagii,Sao Tome Shorttail,Stummelschwanzstelze
9965,PASSERIFORMES,Motacillidae,Motacilla cinerea,Grey Wagtail,Gebirgsstelze
9966,PASSERIFORMES,Motacillidae,Motacilla clara,Mountain Wagtail,Langschwanzstelze
9967,PASSERIFORMES,Motacillidae,Motacilla alba,White Wagtail,Bachstelze
9968,PASSERIFORMES,Motacillidae,Motacilla aguimp,African Pied Wagtail,Witwenstelze
9969,PASSERIFORMES,Motacillidae,Motacilla samveasnae,Mekong Wagtail,Mekongstelze
9970,PASSERIFORMES,Motacillidae,Motacilla grandis,Japanese Wagtail,Japanstelze
9971,PASSERIFORMES,Motacillidae,Motacilla maderaspatensis,White-browed Wagtail,Weißbrauenstelze
9972,PASSERIFORMES,Motacillidae,Tmetothylacus tenellus,Golden Pipit,Goldpieper
9973,PASSERIFORMES,Motacillidae,Macronyx sharpei,Sharpe's Longclaw,Zitronenpieper
9974,PASSERIFORMES,Motacillidae,Macronyx flavicollis,Abyssinian Longclaw,Goldhalspieper
9975,PASSERIFORMES,Motacillidae,Macronyx fuelleborni,Fülleborn's Longclaw,Füllebornpieper
9976,PASSERIFORMES,Motacillidae,Macronyx capensis,Cape Longclaw,Kappieper
9977,PASSERIFORMES,Motacillidae,Macronyx croceus,Yellow-throated Longclaw,Gelbkehlpieper
9978,PASSERIFORMES,Motacillidae,Macronyx aurantiigula,Pangani Longclaw,Panganipieper
9979,PASSERIFORMES,Motacillidae,Macronyx ameliae,Rosy-throated Longclaw,Rubinkehlpieper
9980,PASSERIFORMES,Motacillidae,Macronyx grimwoodi,Grimwood's Longclaw,Grimwoodpieper
9981,PASSERIFORMES,Motacillidae,Anthus richardi,Richard's Pipit,Spornpieper
9982,PASSERIFORMES,Motacillidae,Anthus rufulus,Paddyfield Pipit,Orientspornpieper
9983,PASSERIFORMES,Motacillidae,Anthus australis,Australian Pipit,Australspornpieper
9984,PASSERIFORMES,Motacillidae,Anthus novaeseelandiae,New Zealand Pipit,Neuseeland-Spornpieper
9985,PASSERIFORMES,Motacillidae,Anthus cinnamomeus,African Pipit,Zimtspornpieper
9986,PASSERIFORMES,Motacillidae,Anthus hoeschi,Mountain Pipit,Drakensbergpieper
9987,PASSERIFORMES,Motacillidae,Anthus godlewskii,Blyth's Pipit,Steppenpieper
9988,PASSERIFORMES,Motacillidae,Anthus campestris,Tawny Pipit,Brachpieper
9989,PASSERIFORMES,Motacillidae,Anthus similis,Long-billed Pipit,Langschnabelpieper
9990,PASSERIFORMES,Motacillidae,Anthus nicholsoni,Nicholson's Pipit,Nicholsonpieper
9991,PASSERIFORMES,Motacillidae,Anthus nyassae,Wood Pipit,Waldlandpieper
9992,PASSERIFORMES,Motacillidae,Anthus vaalensis,Buffy Pipit,Vaalpieper
9993,PASSERIFORMES,Motacillidae,Anthus leucophrys,Plain-backed Pipit,Braunrückenpieper
9994,PASSERIFORMES,Motacillidae,Anthus pallidiventris,Long-legged Pipit,Stelzenpieper
9995,PASSERIFORMES,Motacillidae,Anthus pratensis,Meadow Pipit,Wiesenpieper
9996,PASSERIFORMES,Motacillidae,Anthus trivialis,Tree Pipit,Baumpieper
9997,PASSERIFORMES,Motacillidae,Anthus hodgsoni,Olive-backed Pipit,Waldpieper
9998,PASSERIFORMES,Motacillidae,Anthus gustavi,Pechora Pipit,Petschorapieper
9999,PASSERIFORMES,Motacillidae,Anthus roseatus,Rosy Pipit,Rosenpieper
10000,PASSERIFORMES,Motacillidae,Anthus cervinus,Red-throated Pipit,Rotkehlpieper
10001,PASSERIFORMES,Motacillidae,Anthus rubescens,Buff-bellied Pipit,Pazifikpieper
10002,PASSERIFORMES,Motacillidae,Anthus spinoletta,Water Pipit,Bergpieper
10003,PASSERIFORMES,Motacillidae,Anthus petrosus,European Rock Pipit,Strandpieper
10004,PASSERIFORMES,Motacillidae,Anthus nilghiriensis,Nilgiri Pipit,Nilgiripieper
10005,PASSERIFORMES,Motacillidae,Anthus sylvanus,Upland Pipit,Mattenpieper
10006,PASSERIFORMES,Motacillidae,Anthus berthelotii,Berthelot's Pipit,Kanarenpieper
10007,PASSERIFORMES,Motacillidae,Anthus lineiventris,Striped Pipit,Streifenpieper
10008,PASSERIFORMES,Motacillidae,Anthus crenatus,African Rock Pipit,Klippenpieper
10009,PASSERIFORMES,Motacillidae,Anthus brachyurus,Short-tailed Pipit,Kurzschwanzpieper
10010,PASSERIFORMES,Motacillidae,Anthus caffer,Bushveld Pipit,Buschpieper
10011,PASSERIFORMES,Motacillidae,Anthus sokokensis,Sokoke Pipit,Sokokepieper
10012,PASSERIFORMES,Motacillidae,Anthus melindae,Malindi Pipit,Malindipieper
10013,PASSERIFORMES,Motacillidae,Anthus chloris,Yellow-breasted Pipit,Gelbbrustpieper
10014,PASSERIFORMES,Motacillidae,Anthus gutturalis,Alpine Pipit,Papuapieper
10015,PASSERIFORMES,Motacillidae,Anthus ruficollis,Madanga,Burupieper
10016,PASSERIFORMES,Motacillidae,Anthus spragueii,Sprague's Pipit,Präriepieper
10017,PASSERIFORMES,Motacillidae,Anthus chii,Yellowish Pipit,Savannenpieper
10018,PASSERIFORMES,Motacillidae,Anthus peruvianus,Peruvian Pipit,Perupieper
10019,PASSERIFORMES,Motacillidae,Anthus furcatus,Short-billed Pipit,Weißbauchpieper
10020,PASSERIFORMES,Motacillidae,Anthus brevirostris,Puna Pipit,Punapieper
10021,PASSERIFORMES,Motacillidae,Anthus chacoensis,Pampas Pipit,Chacopieper
10022,PASSERIFORMES,Motacillidae,Anthus correndera,Correndera Pipit,Correnderapieper
10023,PASSERIFORMES,Motacillidae,Anthus antarcticus,South Georgia Pipit,Riesenpieper
10024,PASSERIFORMES,Motacillidae,Anthus nattereri,Ochre-breasted Pipit,Ockerbrustpieper
10025,PASSERIFORMES,Motacillidae,Anthus hellmayri,Hellmayr's Pipit,Hellmayrpieper
10026,PASSERIFORMES,Motacillidae,Anthus bogotensis,Paramo Pipit,Paramopieper
10027,PASSERIFORMES,Urocynchramidae,Urocynchramus pylzowi,Przevalski's Finch,Rosenschwanz
10028,PASSERIFORMES,Fringillidae,Fringilla coelebs,Common Chaffinch,Buchfink
10029,PASSERIFORMES,Fringillidae,Fringilla teydea,Tenerife Blue Chaffinch,Teidefink
10030,PASSERIFORMES,Fringillidae,Fringilla polatzeki,Gran Canaria Blue Chaffinch,Gran-Canaria-Fink
10031,PASSERIFORMES,Fringillidae,Fringilla montifringilla,Brambling,Bergfink
10032,PASSERIFORMES,Fringillidae,Mycerobas icterioides,Black-and-yellow Grosbeak,Goldkernbeißer
10033,PASSERIFORMES,Fringillidae,Mycerobas affinis,Collared Grosbeak,Gelbschenkel-Kernbeißer
10034,PASSERIFORMES,Fringillidae,Mycerobas melanozanthos,Spot-winged Grosbeak,Fleckenkernbeißer
10035,PASSERIFORMES,Fringillidae,Mycerobas carnipes,White-winged Grosbeak,Wacholderkernbeißer
10036,PASSERIFORMES,Fringillidae,Hesperiphona vespertina,Evening Grosbeak,Abendkernbeißer
10037,PASSERIFORMES,Fringillidae,Hesperiphona abeillei,Hooded Grosbeak,Kapuzenkernbeißer
10038,PASSERIFORMES,Fringillidae,Coccothraustes coccothraustes,Hawfinch,Kernbeißer
10039,PASSERIFORMES,Fringillidae,Eophona migratoria,Chinese Grosbeak,Weißhand-Kernbeißer
10040,PASSERIFORMES,Fringillidae,Eophona personata,Japanese Grosbeak,Maskenkernbeißer
10041,PASSERIFORMES,Fringillidae,Pinicola enucleator,Pine Grosbeak,Hakengimpel
10042,PASSERIFORMES,Fringillidae,Pyrrhula nipalensis,Brown Bullfinch,Schuppenkopfgimpel
10043,PASSERIFORMES,Fringillidae,Pyrrhula aurantiaca,Orange Bullfinch,Goldrückengimpel
10044,PASSERIFORMES,Fringillidae,Pyrrhula erythrocephala,Red-headed Bullfinch,Rotkopfgimpel
10045,PASSERIFORMES,Fringillidae,Pyrrhula erythaca,Grey-headed Bullfinch,Maskengimpel
10046,PASSERIFORMES,Fringillidae,Pyrrhula owstoni,Taiwan Bullfinch,Taiwangimpel
10047,PASSERIFORMES,Fringillidae,Pyrrhula leucogenis,White-cheeked Bullfinch,Weißwangengimpel
10048,PASSERIFORMES,Fringillidae,Pyrrhula pyrrhula,Eurasian Bullfinch,Gimpel
10049,PASSERIFORMES,Fringillidae,Pyrrhula murina,Azores Bullfinch,Azorengimpel
10050,PASSERIFORMES,Fringillidae,Rhodopechys sanguineus,Asian Crimson-winged Finch,Rotflügelgimpel
10051,PASSERIFORMES,Fringillidae,Rhodopechys alienus,African Crimson-winged Finch,Atlasgimpel
10052,PASSERIFORMES,Fringillidae,Bucanetes githagineus,Trumpeter Finch,Wüstengimpel
10053,PASSERIFORMES,Fringillidae,Bucanetes mongolicus,Mongolian Finch,Mongolengimpel
10054,PASSERIFORMES,Fringillidae,Agraphospiza rubescens,Blanford's Rosefinch,Blanfordgimpel
10055,PASSERIFORMES,Fringillidae,Callacanthis burtoni,Spectacled Finch,Rotmaskengimpel
10056,PASSERIFORMES,Fringillidae,Pyrrhoplectes epauletta,Golden-naped Finch,Goldnackengimpel
10057,PASSERIFORMES,Fringillidae,Procarduelis nipalensis,Dark-breasted Rosefinch,Nepalgimpel
10058,PASSERIFORMES,Fringillidae,Leucosticte nemoricola,Plain Mountain Finch,Waldschneegimpel
10059,PASSERIFORMES,Fringillidae,Leucosticte brandti,Brandt's Mountain Finch,Mattenschneegimpel
10060,PASSERIFORMES,Fringillidae,Leucosticte arctoa,Asian Rosy Finch,Rosenbauch-Schneegimpel
10061,PASSERIFORMES,Fringillidae,Leucosticte tephrocotis,Grey-crowned Rosy Finch,Schwarzstirn-Schneegimpel
10062,PASSERIFORMES,Fringillidae,Leucosticte atrata,Black Rosy Finch,Rußschneegimpel
10063,PASSERIFORMES,Fringillidae,Leucosticte australis,Brown-capped Rosy Finch,Coloradoschneegimpel
10064,PASSERIFORMES,Fringillidae,Carpodacus erythrinus,Common Rosefinch,Karmingimpel
10065,PASSERIFORMES,Fringillidae,Carpodacus sipahi,Scarlet Finch,Scharlachgimpel
10066,PASSERIFORMES,Fringillidae,Carpodacus ferreorostris,Bonin Grosbeak,Boningimpel
10067,PASSERIFORMES,Fringillidae,Carpodacus rubicilloides,Streaked Rosefinch,Gebirgsgimpel
10068,PASSERIFORMES,Fringillidae,Carpodacus rubicilla,Great Rosefinch,Berggimpel
10069,PASSERIFORMES,Fringillidae,Carpodacus grandis,Blyth's Rosefinch,Blythgimpel
10070,PASSERIFORMES,Fringillidae,Carpodacus rhodochlamys,Red-mantled Rosefinch,Rosenmantelgimpel
10071,PASSERIFORMES,Fringillidae,Carpodacus pulcherrimus,Himalayan Beautiful Rosefinch,Schmuckgimpel
10072,PASSERIFORMES,Fringillidae,Carpodacus davidianus,Chinese Beautiful Rosefinch,Davidgimpel
10073,PASSERIFORMES,Fringillidae,Carpodacus waltoni,Pink-rumped Rosefinch,Auroragimpel
10074,PASSERIFORMES,Fringillidae,Carpodacus rodochroa,Pink-browed Rosefinch,Rosenbrauengimpel
10075,PASSERIFORMES,Fringillidae,Carpodacus edwardsii,Dark-rumped Rosefinch,Edwardsgimpel
10076,PASSERIFORMES,Fringillidae,Carpodacus rodopeplus,Spot-winged Rosefinch,Fleckengimpel
10077,PASSERIFORMES,Fringillidae,Carpodacus verreauxii,Sharpe's Rosefinch,Lavendelgimpel
10078,PASSERIFORMES,Fringillidae,Carpodacus vinaceus,Vinaceous Rosefinch,Rubingimpel
10079,PASSERIFORMES,Fringillidae,Carpodacus formosanus,Taiwan Rosefinch,Formosagimpel
10080,PASSERIFORMES,Fringillidae,Carpodacus synoicus,Sinai Rosefinch,Einödgimpel
10081,PASSERIFORMES,Fringillidae,Carpodacus stoliczkae,Pale Rosefinch,Fahlgimpel
10082,PASSERIFORMES,Fringillidae,Carpodacus roborowskii,Tibetan Rosefinch,Roborowskigimpel
10083,PASSERIFORMES,Fringillidae,Carpodacus sillemi,Sillem's Rosefinch,Sillemgimpel
10084,PASSERIFORMES,Fringillidae,Carpodacus sibiricus,Siberian Long-tailed Rosefinch,Meisengimpel
10085,PASSERIFORMES,Fringillidae,Carpodacus lepidus,Chinese Long-tailed Rosefinch,Tibetgimpel
10086,PASSERIFORMES,Fringillidae,Carpodacus roseus,Pallas's Rosefinch,Rosengimpel
10087,PASSERIFORMES,Fringillidae,Carpodacus trifasciatus,Three-banded Rosefinch,Bindengimpel
10088,PASSERIFORMES,Fringillidae,Carpodacus thura,Himalayan White-browed Rosefinch,Thuragimpel
10089,PASSERIFORMES,Fringillidae,Carpodacus dubius,Chinese White-browed Rosefinch,Weißbrauengimpel
10090,PASSERIFORMES,Fringillidae,Carpodacus puniceus,Red-fronted Rosefinch,Felsengimpel
10091,PASSERIFORMES,Fringillidae,Carpodacus subhimachalus,Crimson-browed Finch,Rhododendrongimpel
10092,PASSERIFORMES,Fringillidae,Melamprosops phaeosoma,Poo-uli,Weißwangen-Kleidervogel
10093,PASSERIFORMES,Fringillidae,Paroreomyza maculata,Oahu Alauahio,Oahuastläufer
10094,PASSERIFORMES,Fringillidae,Paroreomyza flammea,Kakawahie,Kakawahie-Astläufer
10095,PASSERIFORMES,Fringillidae,Paroreomyza montana,Maui Alauahio,Mauiastläufer
10096,PASSERIFORMES,Fringillidae,Oreomystis bairdi,Akikiki,Weißkehl-Kleidervogel
10097,PASSERIFORMES,Fringillidae,Telespiza cantans,Laysan Finch,Laysankleidervogel
10098,PASSERIFORMES,Fringillidae,Telespiza ultima,Nihoa Finch,Nihoakleidervogel
10099,PASSERIFORMES,Fringillidae,Loxioides bailleui,Palila,Schwarzmasken-Kleidervogel
10100,PASSERIFORMES,Fringillidae,Rhodacanthis flaviceps,Lesser Koa Finch,Kleinkoa-Kleidervogel
10101,PASSERIFORMES,Fringillidae,Rhodacanthis palmeri,Greater Koa Finch,Großkoa-Kleidervogel
10102,PASSERIFORMES,Fringillidae,Chloridops kona,Kona Grosbeak,Konakleidervogel
10103,PASSERIFORMES,Fringillidae,Psittirostra psittacea,Ou,Gelbkopf-Kleidervogel
10104,PASSERIFORMES,Fringillidae,Dysmorodrepanis munroi,Lanai Hookbill,Lanaikleidervogel
10105,PASSERIFORMES,Fringillidae,Drepanis coccinea,Iiwi,Iiwikleidervogel
10106,PASSERIFORMES,Fringillidae,Drepanis pacifica,Hawaii Mamo,Mamokleidervogel
10107,PASSERIFORMES,Fringillidae,Drepanis funerea,Black Mamo,Trauerkleidervogel
10108,PASSERIFORMES,Fringillidae,Ciridops anna,Ula-ai-hawane,Annakleidervogel
10109,PASSERIFORMES,Fringillidae,Palmeria dolei,Akohekohe,Haubenkleidervogel
10110,PASSERIFORMES,Fringillidae,Himatione sanguinea,Apapane,Apapanekleidervogel
10111,PASSERIFORMES,Fringillidae,Himatione fraithii,Laysan Honeycreeper,Laysan-Apapanekleidervogel
10112,PASSERIFORMES,Fringillidae,Viridonia sagittirostris,Greater Amakihi,Amakihikleidervogel
10113,PASSERIFORMES,Fringillidae,Akialoa obscura,Lesser Akialoa,Hawaii-Akialoakleidervogel
10114,PASSERIFORMES,Fringillidae,Akialoa ellisiana,Oahu Akialoa,Groß-Akialoakleidervogel
10115,PASSERIFORMES,Fringillidae,Akialoa stejnegeri,Kauai Akialoa,Kauai-Akialoakleidervogel
10116,PASSERIFORMES,Fringillidae,Akialoa lanaiensis,Maui-nui Akialoa,Lanai-Akialoakleidervogel
10117,PASSERIFORMES,Fringillidae,Hemignathus lucidus,Oahu Nukupuu,Oahu-Sichelkleidervogel
10118,PASSERIFORMES,Fringillidae,Hemignathus hanapepe,Kauai Nukupuu,Kauai-Sichelkleidervogel
10119,PASSERIFORMES,Fringillidae,Hemignathus affinis,Maui Nukupuu,Maui-Sichelkleidervogel
10120,PASSERIFORMES,Fringillidae,Hemignathus wilsoni,Akiapolaau,Hawaii-Sichelkleidervogel
10121,PASSERIFORMES,Fringillidae,Pseudonestor xanthophrys,Maui Parrotbill,Papageischnabel-Kleidervogel
10122,PASSERIFORMES,Fringillidae,Magumma parva,Anianiau,Gelbkleidervogel
10123,PASSERIFORMES,Fringillidae,Loxops mana,Hawaii Creeper,Mana-Akepakleidervogel
10124,PASSERIFORMES,Fringillidae,Loxops caeruleirostris,Akekee,Kauai-Akepakleidervogel
10125,PASSERIFORMES,Fringillidae,Loxops coccineus,Hawaii Akepa,Hawaii-Akepakleidervogel
10126,PASSERIFORMES,Fringillidae,Loxops wolstenholmei,Oahu Akepa,Oahu-Akepakleidervogel
10127,PASSERIFORMES,Fringillidae,Loxops ochraceus,Maui Akepa,Maui-Akepakleidervogel
10128,PASSERIFORMES,Fringillidae,Chlorodrepanis virens,Hawaii Amakihi,Hawaii-Amakihikleidervogel
10129,PASSERIFORMES,Fringillidae,Chlorodrepanis flava,Oahu Amakihi,Oahu-Amakihikleidervogel
10130,PASSERIFORMES,Fringillidae,Chlorodrepanis stejnegeri,Kauai Amakihi,Kauai-Amakihikleidervogel
10131,PASSERIFORMES,Fringillidae,Haemorhous purpureus,Purple Finch,Purpurgimpel
10132,PASSERIFORMES,Fringillidae,Haemorhous cassinii,Cassin's Finch,Cassingimpel
10133,PASSERIFORMES,Fringillidae,Haemorhous mexicanus,House Finch,Hausgimpel
10134,PASSERIFORMES,Fringillidae,Chloris chloris,European Greenfinch,Grünfink
10135,PASSERIFORMES,Fringillidae,Chloris sinica,Grey-capped Greenfinch,Chinagrünfink
10136,PASSERIFORMES,Fringillidae,Chloris kittlitzi,Bonin Greenfinch,Boningrünfink
10137,PASSERIFORMES,Fringillidae,Chloris spinoides,Yellow-breasted Greenfinch,Himalajagrünfink
10138,PASSERIFORMES,Fringillidae,Chloris monguilloti,Vietnamese Greenfinch,Annamgrünfink
10139,PASSERIFORMES,Fringillidae,Chloris ambigua,Black-headed Greenfinch,Schwarzkopf-Grünfink
10140,PASSERIFORMES,Fringillidae,Rhodospiza obsoleta,Desert Finch,Weißflügelgimpel
10141,PASSERIFORMES,Fringillidae,Rhynchostruthus socotranus,Socotra Golden-winged Grosbeak,Sokotragimpel
10142,PASSERIFORMES,Fringillidae,Rhynchostruthus percivali,Arabian Golden-winged Grosbeak,Arabiengimpel
10143,PASSERIFORMES,Fringillidae,Rhynchostruthus louisae,Somali Golden-winged Grosbeak,Somaligimpel
10144,PASSERIFORMES,Fringillidae,Linurgus olivaceus,Oriole Finch,Pirolgimpel
10145,PASSERIFORMES,Fringillidae,Crithagra rufobrunnea,Principe Seedeater,Príncipegirlitz
10146,PASSERIFORMES,Fringillidae,Crithagra concolor,Sao Tome Grosbeak,Einfarbgirlitz
10147,PASSERIFORMES,Fringillidae,Crithagra citrinelloides,African Citril,Dünnschnabelgirlitz
10148,PASSERIFORMES,Fringillidae,Crithagra frontalis,Western Citril,Diademgirlitz
10149,PASSERIFORMES,Fringillidae,Crithagra hyposticta,Southern Citril,Streifengirlitz
10150,PASSERIFORMES,Fringillidae,Crithagra capistrata,Black-faced Canary,Zügelgirlitz
10151,PASSERIFORMES,Fringillidae,Crithagra koliensis,Papyrus Canary,Papyrusgirlitz
10152,PASSERIFORMES,Fringillidae,Crithagra scotops,Forest Canary,Waldgirlitz
10153,PASSERIFORMES,Fringillidae,Crithagra leucopygia,White-rumped Seedeater,Weißbürzelgirlitz
10154,PASSERIFORMES,Fringillidae,Crithagra atrogularis,Black-throated Canary,Angolagirlitz
10155,PASSERIFORMES,Fringillidae,Crithagra xanthopygia,Yellow-rumped Seedeater,Graubrustgirlitz
10156,PASSERIFORMES,Fringillidae,Crithagra reichenowi,Reichenow's Seedeater,Reichenowgirlitz
10157,PASSERIFORMES,Fringillidae,Crithagra rothschildi,Arabian Serin,Medinagirlitz
10158,PASSERIFORMES,Fringillidae,Crithagra flavigula,Yellow-throated Seedeater,Gelbkehlgirlitz
10159,PASSERIFORMES,Fringillidae,Crithagra xantholaema,Salvadori's Seedeater,Salvadorigirlitz
10160,PASSERIFORMES,Fringillidae,Crithagra citrinipectus,Lemon-breasted Canary,Gelbbrustgirlitz
10161,PASSERIFORMES,Fringillidae,Crithagra mozambica,Yellow-fronted Canary,Mosambikgirlitz
10162,PASSERIFORMES,Fringillidae,Crithagra dorsostriata,White-bellied Canary,Weißbauchgirlitz
10163,PASSERIFORMES,Fringillidae,Crithagra ankoberensis,Ankober Serin,Ankobergirlitz
10164,PASSERIFORMES,Fringillidae,Crithagra menachensis,Yemen Serin,Jemengirlitz
10165,PASSERIFORMES,Fringillidae,Crithagra totta,Cape Siskin,Kapgirlitz
10166,PASSERIFORMES,Fringillidae,Crithagra symonsi,Drakensberg Siskin,Basutogirlitz
10167,PASSERIFORMES,Fringillidae,Crithagra donaldsoni,Northern Grosbeak-Canary,Donaldsongirlitz
10168,PASSERIFORMES,Fringillidae,Crithagra buchanani,Southern Grosbeak-Canary,Buchanangirlitz
10169,PASSERIFORMES,Fringillidae,Crithagra flaviventris,Yellow Canary,Gelbbauchgirlitz
10170,PASSERIFORMES,Fringillidae,Crithagra sulphurata,Brimstone Canary,Schwefelgirlitz
10171,PASSERIFORMES,Fringillidae,Crithagra striatipectus,Stripe-breasted Seedeater,Streifenbrustgirlitz
10172,PASSERIFORMES,Fringillidae,Crithagra reichardi,Reichard's Seedeater,Miombogirlitz
10173,PASSERIFORMES,Fringillidae,Crithagra gularis,Streaky-headed Seedeater,Südbrauengirlitz
10174,PASSERIFORMES,Fringillidae,Crithagra canicapilla,West African Seedeater,Nordbrauengirlitz
10175,PASSERIFORMES,Fringillidae,Crithagra mennelli,Black-eared Seedeater,Schwarzwangengirlitz
10176,PASSERIFORMES,Fringillidae,Crithagra tristriata,Brown-rumped Seedeater,Rüppellgirlitz
10177,PASSERIFORMES,Fringillidae,Crithagra albogularis,White-throated Canary,Weißkehlgirlitz
10178,PASSERIFORMES,Fringillidae,Crithagra burtoni,Thick-billed Seedeater,Dickschnabelgirlitz
10179,PASSERIFORMES,Fringillidae,Crithagra striolata,Streaky Seedeater,Strichelgirlitz
10180,PASSERIFORMES,Fringillidae,Crithagra whytii,Yellow-browed Seedeater,Whytigirlitz
10181,PASSERIFORMES,Fringillidae,Crithagra melanochroa,Kipengere Seedeater,Tansaniagirlitz
10182,PASSERIFORMES,Fringillidae,Crithagra leucoptera,Protea Canary,Proteagirlitz
10183,PASSERIFORMES,Fringillidae,Linaria flavirostris,Twite,Berghänfling
10184,PASSERIFORMES,Fringillidae,Linaria cannabina,Common Linnet,Bluthänfling
10185,PASSERIFORMES,Fringillidae,Linaria yemenensis,Yemen Linnet,Jemenhänfling
10186,PASSERIFORMES,Fringillidae,Linaria johannis,Warsangli Linnet,Somalihänfling
10187,PASSERIFORMES,Fringillidae,Acanthis flammea,Common Redpoll,Taigabirkenzeisig
10188,PASSERIFORMES,Fringillidae,Acanthis cabaret,Lesser Redpoll,Alpenbirkenzeisig
10189,PASSERIFORMES,Fringillidae,Acanthis hornemanni,Arctic Redpoll,Polarbirkenzeisig
10190,PASSERIFORMES,Fringillidae,Loxia pytyopsittacus,Parrot Crossbill,Kiefernkreuzschnabel
10191,PASSERIFORMES,Fringillidae,Loxia scotica,Scottish Crossbill,Schottlandkreuzschnabel
10192,PASSERIFORMES,Fringillidae,Loxia curvirostra,Red Crossbill,Fichtenkreuzschnabel
10193,PASSERIFORMES,Fringillidae,Loxia sinesciuris,Cassia Crossbill,Idahokreuzschnabel
10194,PASSERIFORMES,Fringillidae,Loxia leucoptera,Two-barred Crossbill,Bindenkreuzschnabel
10195,PASSERIFORMES,Fringillidae,Loxia megaplaga,Hispaniolan Crossbill,Hispaniolakreuzschnabel
10196,PASSERIFORMES,Fringillidae,Chrysocorythus estherae,Indonesian Serin,Malaiengirlitz
10197,PASSERIFORMES,Fringillidae,Chrysocorythus mindanensis,Mindanao Serin,Mindanaogirlitz
10198,PASSERIFORMES,Fringillidae,Carduelis carduelis,European Goldfinch,Stieglitz
10199,PASSERIFORMES,Fringillidae,Carduelis citrinella,Citril Finch,Zitronenzeisig
10200,PASSERIFORMES,Fringillidae,Carduelis corsicana,Corsican Finch,Korsenzeisig
10201,PASSERIFORMES,Fringillidae,Serinus pusillus,Red-fronted Serin,Rotstirngirlitz
10202,PASSERIFORMES,Fringillidae,Serinus serinus,European Serin,Girlitz
10203,PASSERIFORMES,Fringillidae,Serinus syriacus,Syrian Serin,Zederngirlitz
10204,PASSERIFORMES,Fringillidae,Serinus canaria,Atlantic Canary,Kanarengirlitz
10205,PASSERIFORMES,Fringillidae,Serinus canicollis,Cape Canary,Gelbscheitelgirlitz
10206,PASSERIFORMES,Fringillidae,Serinus flavivertex,Yellow-crowned Canary,Gelbstirngirlitz
10207,PASSERIFORMES,Fringillidae,Serinus nigriceps,Ethiopian Siskin,Schwarzkopfgirlitz
10208,PASSERIFORMES,Fringillidae,Serinus alario,Black-headed Canary,Alariogirlitz
10209,PASSERIFORMES,Fringillidae,Spinus thibetanus,Tibetan Serin,Himalajazeisig
10210,PASSERIFORMES,Fringillidae,Spinus lawrencei,Lawrence's Goldfinch,Maskenzeisig
10211,PASSERIFORMES,Fringillidae,Spinus tristis,American Goldfinch,Goldzeisig
10212,PASSERIFORMES,Fringillidae,Spinus psaltria,Lesser Goldfinch,Mexikozeisig
10213,PASSERIFORMES,Fringillidae,Spinus spinus,Eurasian Siskin,Erlenzeisig
10214,PASSERIFORMES,Fringillidae,Spinus dominicensis,Antillean Siskin,Haitizeisig
10215,PASSERIFORMES,Fringillidae,Spinus pinus,Pine Siskin,Fichtenzeisig
10216,PASSERIFORMES,Fringillidae,Spinus atriceps,Black-capped Siskin,Guatemalazeisig
10217,PASSERIFORMES,Fringillidae,Spinus notatus,Black-headed Siskin,Schwarzbrustzeisig
10218,PASSERIFORMES,Fringillidae,Spinus barbatus,Black-chinned Siskin,Bartzeisig
10219,PASSERIFORMES,Fringillidae,Spinus xanthogastrus,Yellow-bellied Siskin,Gelbbauchzeisig
10220,PASSERIFORMES,Fringillidae,Spinus olivaceus,Olivaceous Siskin,Olivzeisig
10221,PASSERIFORMES,Fringillidae,Spinus magellanicus,Hooded Siskin,Magellanzeisig
10222,PASSERIFORMES,Fringillidae,Spinus siemiradzkii,Saffron Siskin,Safranzeisig
10223,PASSERIFORMES,Fringillidae,Spinus yarrellii,Yellow-faced Siskin,Yarrellzeisig
10224,PASSERIFORMES,Fringillidae,Spinus cucullatus,Red Siskin,Kapuzenzeisig
10225,PASSERIFORMES,Fringillidae,Spinus atratus,Black Siskin,Schwarzzeisig
10226,PASSERIFORMES,Fringillidae,Spinus uropygialis,Yellow-rumped Siskin,Kordillerenzeisig
