ID,Order,Family,Scientific,English,German
10227,PASSERIFORMES,Fringillidae,Spinus crassirostris,Thick-billed Siskin,Dickschnabelzeisig
10228,PASSERIFORMES,Fringillidae,Spinus spinescens,Andean Siskin,Andenzeisig
10229,PASSERIFORMES,Fringillidae,Chlorophonia elegantissima,Elegant Euphonia,Blaukappenorganist
10230,PASSERIFORMES,Fringillidae,Chlorophonia musica,Antillean Euphonia,Hispaniolaorganist
10231,PASSERIFORMES,Fringillidae,Chlorophonia cyanocephala,Golden-rumped Euphonia,Goldbürzelorganist
10232,PASSERIFORMES,Fringillidae,Chlorophonia cyanea,Blue-naped Chlorophonia,Grünorganist
10233,PASSERIFORMES,Fringillidae,Chlorophonia pyrrhophrys,Chestnut-breasted Chlorophonia,Schwarzbrauenorganist
10234,PASSERIFORMES,Fringillidae,Chlorophonia flavirostris,Yellow-collared Chlorophonia,Halsbandorganist
10235,PASSERIFORMES,Fringillidae,Chlorophonia occipitalis,Blue-crowned Chlorophonia,Blauscheitelorganist
10236,PASSERIFORMES,Fringillidae,Chlorophonia callophrys,Golden-browed Chlorophonia,Goldbrauenorganist
10237,PASSERIFORMES,Fringillidae,Euphonia jamaica,Jamaican Euphonia,Gimpelorganist
10238,PASSERIFORMES,Fringillidae,Euphonia saturata,Orange-crowned Euphonia,Orangescheitelorganist
10239,PASSERIFORMES,Fringillidae,Euphonia plumbea,Plumbeous Euphonia,Grauorganist
10240,PASSERIFORMES,Fringillidae,Euphonia chlorotica,Purple-throated Euphonia,Purpurkehlorganist
10241,PASSERIFORMES,Fringillidae,Euphonia finschi,Finsch's Euphonia,Finschorganist
10242,PASSERIFORMES,Fringillidae,Euphonia concinna,Velvet-fronted Euphonia,Samtstirnorganist
10243,PASSERIFORMES,Fringillidae,Euphonia trinitatis,Trinidad Euphonia,Trinidadorganist
10244,PASSERIFORMES,Fringillidae,Euphonia godmani,West Mexican Euphonia,Weißsteißorganist
10245,PASSERIFORMES,Fringillidae,Euphonia affinis,Scrub Euphonia,Buschorganist
10246,PASSERIFORMES,Fringillidae,Euphonia luteicapilla,Yellow-crowned Euphonia,Gelbscheitelorganist
10247,PASSERIFORMES,Fringillidae,Euphonia chrysopasta,White-lored Euphonia,Zügelorganist
10248,PASSERIFORMES,Fringillidae,Euphonia minuta,White-vented Euphonia,Weißbauchorganist
10249,PASSERIFORMES,Fringillidae,Euphonia chalybea,Green-chinned Euphonia,Bronzeorganist
10250,PASSERIFORMES,Fringillidae,Euphonia violacea,Violaceous Euphonia,Veilchenorganist
10251,PASSERIFORMES,Fringillidae,Euphonia hirundinacea,Yellow-throated Euphonia,Schwalbenorganist
10252,PASSERIFORMES,Fringillidae,Euphonia laniirostris,Thick-billed Euphonia,Dickschnabelorganist
10253,PASSERIFORMES,Fringillidae,Euphonia imitans,Spot-crowned Euphonia,Stirnfleckenorganist
10254,PASSERIFORMES,Fringillidae,Euphonia gouldi,Olive-backed Euphonia,Olivrückenorganist
10255,PASSERIFORMES,Fringillidae,Euphonia fulvicrissa,Fulvous-vented Euphonia,Roststeißorganist
10256,PASSERIFORMES,Fringillidae,Euphonia anneae,Tawny-capped Euphonia,Braunscheitelorganist
10257,PASSERIFORMES,Fringillidae,Euphonia xanthogaster,Orange-bellied Euphonia,Gelbbauchorganist
10258,PASSERIFORMES,Fringillidae,Euphonia mesochrysa,Bronze-green Euphonia,Grünscheitelorganist
10259,PASSERIFORMES,Fringillidae,Euphonia cayennensis,Golden-sided Euphonia,Cayenneorganist
10260,PASSERIFORMES,Fringillidae,Euphonia rufiventris,Rufous-bellied Euphonia,Rotbauchorganist
10261,PASSERIFORMES,Fringillidae,Euphonia pectoralis,Chestnut-bellied Euphonia,Braunbauchorganist
10262,PASSERIFORMES,Calcariidae,Rhynchophanes mccownii,Thick-billed Longspur,Weißkehl-Spornammer
10263,PASSERIFORMES,Calcariidae,Calcarius lapponicus,Lapland Longspur,Spornammer
10264,PASSERIFORMES,Calcariidae,Calcarius pictus,Smith's Longspur,Goldbauch-Spornammer
10265,PASSERIFORMES,Calcariidae,Calcarius ornatus,Chestnut-collared Longspur,Gelbkehl-Spornammer
10266,PASSERIFORMES,Calcariidae,Plectrophenax nivalis,Snow Bunting,Schneeammer
10267,PASSERIFORMES,Calcariidae,Plectrophenax hyperboreus,McKay's Bunting,Beringschneeammer
10268,PASSERIFORMES,Rhodinocichlidae,Rhodinocichla rosea,Rosy Thrush-tanager,Rosenbrust-Tangarenammer
10269,PASSERIFORMES,Emberizidae,Emberiza lathami,Crested Bunting,Haubenammer
10270,PASSERIFORMES,Emberizidae,Emberiza siemsseni,Slaty Bunting,Blauammer
10271,PASSERIFORMES,Emberizidae,Emberiza calandra,Corn Bunting,Grauammer
10272,PASSERIFORMES,Emberizidae,Emberiza citrinella,Yellowhammer,Goldammer
10273,PASSERIFORMES,Emberizidae,Emberiza leucocephalos,Pine Bunting,Fichtenammer
10274,PASSERIFORMES,Emberizidae,Emberiza cia,Rock Bunting,Zippammer
10275,PASSERIFORMES,Emberizidae,Emberiza godlewskii,Godlewski's Bunting,Felsenammer
10276,PASSERIFORMES,Emberizidae,Emberiza cioides,Meadow Bunting,Wiesenammer
10277,PASSERIFORMES,Emberizidae,Emberiza stewarti,White-capped Bunting,Silberkopfammer
10278,PASSERIFORMES,Emberizidae,Emberiza jankowskii,Jankowski's Bunting,Jankowskiammer
10279,PASSERIFORMES,Emberizidae,Emberiza buchanani,Grey-necked Bunting,Steinortolan
10280,PASSERIFORMES,Emberizidae,Emberiza cineracea,Cinereous Bunting,Türkenammer
10281,PASSERIFORMES,Emberizidae,Emberiza hortulana,Ortolan Bunting,Ortolan
10282,PASSERIFORMES,Emberizidae,Emberiza caesia,Cretzschmar's Bunting,Grauortolan
10283,PASSERIFORMES,Emberizidae,Emberiza cirlus,Cirl Bunting,Zaunammer
10284,PASSERIFORMES,Emberizidae,Emberiza striolata,Striolated Bunting,Wüstenammer
10285,PASSERIFORMES,Emberizidae,Emberiza sahari,House Bunting,Hausammer
10286,PASSERIFORMES,Emberizidae,Emberiza impetuani,Lark-like Bunting,Lerchenammer
10287,PASSERIFORMES,Emberizidae,Emberiza tahapisi,Cinnamon-breasted Bunting,Bergammer
10288,PASSERIFORMES,Emberizidae,Emberiza goslingi,Gosling's Bunting,Graukehlammer
10289,PASSERIFORMES,Emberizidae,Emberiza socotrana,Socotra Bunting,Sokotraammer
10290,PASSERIFORMES,Emberizidae,Emberiza capensis,Cape Bunting,Kapammer
10291,PASSERIFORMES,Emberizidae,Emberiza vincenti,Vincent's Bunting,Vincentammer
10292,PASSERIFORMES,Emberizidae,Emberiza tristrami,Tristram's Bunting,Tristramammer
10293,PASSERIFORMES,Emberizidae,Emberiza fucata,Chestnut-eared Bunting,Bandammer
10294,PASSERIFORMES,Emberizidae,Emberiza pusilla,Little Bunting,Zwergammer
10295,PASSERIFORMES,Emberizidae,Emberiza chrysophrys,Yellow-browed Bunting,Gelbbrauenammer
10296,PASSERIFORMES,Emberizidae,Emberiza rustica,Rustic Bunting,Waldammer
10297,PASSERIFORMES,Emberizidae,Emberiza elegans,Yellow-throated Bunting,Gelbkehlammer
10298,PASSERIFORMES,Emberizidae,Emberiza aureola,Yellow-breasted Bunting,Weidenammer
10299,PASSERIFORMES,Emberizidae,Emberiza poliopleura,Somali Bunting,Somaliammer
10300,PASSERIFORMES,Emberizidae,Emberiza flaviventris,Golden-breasted Bunting,Gelbbauchammer
10301,PASSERIFORMES,Emberizidae,Emberiza affinis,Brown-rumped Bunting,Braunbürzelammer
10302,PASSERIFORMES,Emberizidae,Emberiza cabanisi,Cabanis's Bunting,Cabanisammer
10303,PASSERIFORMES,Emberizidae,Emberiza rutila,Chestnut Bunting,Rötelammer
10304,PASSERIFORMES,Emberizidae,Emberiza koslowi,Tibetan Bunting,Tibetammer
10305,PASSERIFORMES,Emberizidae,Emberiza melanocephala,Black-headed Bunting,Kappenammer
10306,PASSERIFORMES,Emberizidae,Emberiza bruniceps,Red-headed Bunting,Braunkopfammer
10307,PASSERIFORMES,Emberizidae,Emberiza sulphurata,Yellow Bunting,Schwefelammer
10308,PASSERIFORMES,Emberizidae,Emberiza spodocephala,Black-faced Bunting,Maskenammer
10309,PASSERIFORMES,Emberizidae,Emberiza personata,Masked Bunting,Strohammer
10310,PASSERIFORMES,Emberizidae,Emberiza variabilis,Grey Bunting,Bambusammer
10311,PASSERIFORMES,Emberizidae,Emberiza pallasi,Pallas's Reed Bunting,Pallasammer
10312,PASSERIFORMES,Emberizidae,Emberiza yessoensis,Japanese Reed Bunting,Mandschurenammer
10313,PASSERIFORMES,Emberizidae,Emberiza schoeniclus,Common Reed Bunting,Rohrammer
10314,PASSERIFORMES,Passerellidae,Oreothraupis arremonops,Tanager Finch,Tangarenbuschammer
10315,PASSERIFORMES,Passerellidae,Chlorospingus flavigularis,Yellow-throated Bush Tanager,Gelbkehl-Grünammer
10316,PASSERIFORMES,Passerellidae,Chlorospingus parvirostris,Yellow-whiskered Bush Tanager,Kurzschnabel-Grünammer
10317,PASSERIFORMES,Passerellidae,Chlorospingus canigularis,Ashy-throated Bush Tanager,Graukehl-Grünammer
10318,PASSERIFORMES,Passerellidae,Chlorospingus pileatus,Sooty-capped Bush Tanager,Weißbrauen-Grünammer
10319,PASSERIFORMES,Passerellidae,Chlorospingus flavopectus,Common Bush Tanager,Finkengrünammer
10320,PASSERIFORMES,Passerellidae,Chlorospingus tacarcunae,Tacarcuna Bush Tanager,Tacarcuna-Grünammer
10321,PASSERIFORMES,Passerellidae,Chlorospingus inornatus,Pirre Bush Tanager,Schwarzwangen-Grünammer
10322,PASSERIFORMES,Passerellidae,Chlorospingus semifuscus,Dusky Bush Tanager,Graubrust-Grünammer
10323,PASSERIFORMES,Passerellidae,Rhynchospiza stolzmanni,Tumbes Sparrow,Tumbesammer
10324,PASSERIFORMES,Passerellidae,Rhynchospiza dabbenei,Yungas Sparrow,Yungasammer
10325,PASSERIFORMES,Passerellidae,Rhynchospiza strigiceps,Chaco Sparrow,Streifenscheitelammer
10326,PASSERIFORMES,Passerellidae,Peucaea carpalis,Rufous-winged Sparrow,Rostflügelammer
10327,PASSERIFORMES,Passerellidae,Peucaea sumichrasti,Cinnamon-tailed Sparrow,Zimtschwanzammer
10328,PASSERIFORMES,Passerellidae,Peucaea ruficauda,Stripe-headed Sparrow,Rostschwanzammer
10329,PASSERIFORMES,Passerellidae,Peucaea humeralis,Black-chested Sparrow,Schwarzbrustammer
10330,PASSERIFORMES,Passerellidae,Peucaea mystacalis,Bridled Sparrow,Zügelammer
10331,PASSERIFORMES,Passerellidae,Peucaea botterii,Botteri's Sparrow,Streifenrückenammer
10332,PASSERIFORMES,Passerellidae,Peucaea cassinii,Cassin's Sparrow,Cassinammer
10333,PASSERIFORMES,Passerellidae,Peucaea aestivalis,Bachman's Sparrow,Kiefernammer
10334,PASSERIFORMES,Passerellidae,Ammodramus savannarum,Grasshopper Sparrow,Heuschreckenammer
10335,PASSERIFORMES,Passerellidae,Ammodramus humeralis,Grassland Sparrow,Wachtelammer
10336,PASSERIFORMES,Passerellidae,Ammodramus aurifrons,Yellow-browed Sparrow,Gelbwangenammer
10337,PASSERIFORMES,Passerellidae,Arremonops rufivirgatus,Olive Sparrow,Olivrückenammer
10338,PASSERIFORMES,Passerellidae,Arremonops chloronotus,Green-backed Sparrow,Grünrückenammer
10339,PASSERIFORMES,Passerellidae,Arremonops conirostris,Black-striped Sparrow,Dickichtammer
10340,PASSERIFORMES,Passerellidae,Arremonops tocuyensis,Tocuyo Sparrow,Tocuyoammer
10341,PASSERIFORMES,Passerellidae,Amphispizopsis quinquestriata,Five-striped Sparrow,Fünfstreifenammer
10342,PASSERIFORMES,Passerellidae,Amphispiza bilineata,Black-throated Sparrow,Schwarzkehlammer
10343,PASSERIFORMES,Passerellidae,Chondestes grammacus,Lark Sparrow,Rainammer
10344,PASSERIFORMES,Passerellidae,Calamospiza melanocorys,Lark Bunting,Prärieammer
10345,PASSERIFORMES,Passerellidae,Spizella passerina,Chipping Sparrow,Schwirrammer
10346,PASSERIFORMES,Passerellidae,Spizella pallida,Clay-colored Sparrow,Fahlammer
10347,PASSERIFORMES,Passerellidae,Spizella atrogularis,Black-chinned Sparrow,Schwarzkinnammer
10348,PASSERIFORMES,Passerellidae,Spizella pusilla,Field Sparrow,Klapperammer
10349,PASSERIFORMES,Passerellidae,Spizella breweri,Brewer's Sparrow,Blassammer
10350,PASSERIFORMES,Passerellidae,Spizella wortheni,Worthen's Sparrow,Mexikoammer
10351,PASSERIFORMES,Passerellidae,Arremon basilicus,Sierra Nevada Brushfinch,Brustfleck-Buschammer
10352,PASSERIFORMES,Passerellidae,Arremon perijanus,Perija Brushfinch,Perijábuschammer
10353,PASSERIFORMES,Passerellidae,Arremon costaricensis,Costa Rican Brushfinch,Grauband-Buschammer
10354,PASSERIFORMES,Passerellidae,Arremon atricapillus,Black-headed Brushfinch,Schwarzkopf-Buschammer
10355,PASSERIFORMES,Passerellidae,Arremon phaeopleurus,Caracas Brushfinch,Caracasbuschammer
10356,PASSERIFORMES,Passerellidae,Arremon phygas,Paria Brushfinch,Berlepschbuschammer
10357,PASSERIFORMES,Passerellidae,Arremon assimilis,Grey-browed Brushfinch,Schmalschnabel-Buschammer
10358,PASSERIFORMES,Passerellidae,Arremon torquatus,White-browed Brushfinch,Streifenkopf-Buschammer
10359,PASSERIFORMES,Passerellidae,Arremon aurantiirostris,Orange-billed Sparrow,Goldschnabel-Buschammer
10360,PASSERIFORMES,Passerellidae,Arremon abeillei,Black-capped Sparrow,Kapuzenbuschammer
10361,PASSERIFORMES,Passerellidae,Arremon schlegeli,Golden-winged Sparrow,Goldflügel-Buschammer
10362,PASSERIFORMES,Passerellidae,Arremon taciturnus,Pectoral Sparrow,Schwarzring-Buschammer
10363,PASSERIFORMES,Passerellidae,Arremon franciscanus,Sao Francisco Sparrow,Franziskusbuschammer
10364,PASSERIFORMES,Passerellidae,Arremon semitorquatus,Half-collared Sparrow,Halsband-Buschammer
10365,PASSERIFORMES,Passerellidae,Arremon dorbignii,Moss-backed Sparrow,Moosmantel-Buschammer
10366,PASSERIFORMES,Passerellidae,Arremon flavirostris,Saffron-billed Sparrow,Gelbschnabel-Buschammer
10367,PASSERIFORMES,Passerellidae,Arremon virenticeps,Green-striped Brushfinch,Grünscheitel-Buschammer
10368,PASSERIFORMES,Passerellidae,Arremon brunneinucha,Chestnut-capped Brushfinch,Braunkopf-Buschammer
10369,PASSERIFORMES,Passerellidae,Arremon crassirostris,Sooty-faced Finch,Dickschnabel-Buschammer
10370,PASSERIFORMES,Passerellidae,Arremon castaneiceps,Olive Finch,Olivbuschammer
10371,PASSERIFORMES,Passerellidae,Passerella unalaschcensis,Sooty Fox Sparrow,Aleutenammer
10372,PASSERIFORMES,Passerellidae,Passerella schistacea,Slate-colored Fox Sparrow,Schieferammer
10373,PASSERIFORMES,Passerellidae,Passerella megarhyncha,Thick-billed Fox Sparrow,Dickschnabelammer
10374,PASSERIFORMES,Passerellidae,Passerella iliaca,Red Fox Sparrow,Fuchsammer
10375,PASSERIFORMES,Passerellidae,Spizelloides arborea,American Tree Sparrow,Baumammer
10376,PASSERIFORMES,Passerellidae,Junco vulcani,Volcano Junco,Vulkanammer
10377,PASSERIFORMES,Passerellidae,Junco insularis,Guadalupe Junco,Guadalupeammer
10378,PASSERIFORMES,Passerellidae,Junco hyemalis,Dark-eyed Junco,Winterammer
10379,PASSERIFORMES,Passerellidae,Junco phaeonotus,Yellow-eyed Junco,Rotrückenammer
10380,PASSERIFORMES,Passerellidae,Junco bairdi,Baird's Junco,Braunflankenammer
10381,PASSERIFORMES,Passerellidae,Zonotrichia capensis,Rufous-collared Sparrow,Morgenammer
10382,PASSERIFORMES,Passerellidae,Zonotrichia leucophrys,White-crowned Sparrow,Dachsammer
10383,PASSERIFORMES,Passerellidae,Zonotrichia atricapilla,Golden-crowned Sparrow,Kronenammer
10384,PASSERIFORMES,Passerellidae,Zonotrichia querula,Harris's Sparrow,Harrisammer
10385,PASSERIFORMES,Passerellidae,Zonotrichia albicollis,White-throated Sparrow,Weißkehlammer
10386,PASSERIFORMES,Passerellidae,Artemisiospiza nevadensis,Sagebrush Sparrow,Beifußammer
10387,PASSERIFORMES,Passerellidae,Artemisiospiza belli,Bell's Sparrow,Salbeiammer
10388,PASSERIFORMES,Passerellidae,Oriturus superciliosus,Striped Sparrow,Streifenammer
10389,PASSERIFORMES,Passerellidae,Pooecetes gramineus,Vesper Sparrow,Abendammer
10390,PASSERIFORMES,Passerellidae,Ammospiza leconteii,LeConte's Sparrow,Leconteammer
10391,PASSERIFORMES,Passerellidae,Ammospiza maritima,Seaside Sparrow,Strandammer
10392,PASSERIFORMES,Passerellidae,Ammospiza nelsoni,Nelson's Sparrow,Nelsonammer
10393,PASSERIFORMES,Passerellidae,Ammospiza caudacuta,Saltmarsh Sparrow,Spitzschwanzammer
10394,PASSERIFORMES,Passerellidae,Centronyx bairdii,Baird's Sparrow,Bairdammer
10395,PASSERIFORMES,Passerellidae,Centronyx henslowii,Henslow's Sparrow,Henslowammer
10396,PASSERIFORMES,Passerellidae,Passerculus sandwichensis,Savannah Sparrow,Grasammer
10397,PASSERIFORMES,Passerellidae,Xenospiza baileyi,Sierra Madre Sparrow,Sierraammer
10398,PASSERIFORMES,Passerellidae,Melospiza melodia,Song Sparrow,Singammer
10399,PASSERIFORMES,Passerellidae,Melospiza lincolnii,Lincoln's Sparrow,Lincolnammer
10400,PASSERIFORMES,Passerellidae,Melospiza georgiana,Swamp Sparrow,Sumpfammer
10401,PASSERIFORMES,Passerellidae,Pezopetes capitalis,Large-footed Finch,Großfuß-Buschammer
10402,PASSERIFORMES,Passerellidae,Torreornis inexpectata,Zapata Sparrow,Zapataammer
10403,PASSERIFORMES,Passerellidae,Melozone kieneri,Rusty-crowned Ground Sparrow,Rostnacken-Grundammer
10404,PASSERIFORMES,Passerellidae,Melozone fusca,Canyon Towhee,Braunrücken-Grundammer
10405,PASSERIFORMES,Passerellidae,Melozone albicollis,White-throated Towhee,Weißkehl-Grundammer
10406,PASSERIFORMES,Passerellidae,Melozone aberti,Abert's Towhee,Schwarzkinn-Grundammer
10407,PASSERIFORMES,Passerellidae,Melozone crissalis,California Towhee,Kaliforniengrundammer
10408,PASSERIFORMES,Passerellidae,Melozone leucotis,White-eared Ground Sparrow,Weißohr-Grundammer
10409,PASSERIFORMES,Passerellidae,Melozone biarcuata,Prevost's Ground Sparrow,Brillengrundammer
10410,PASSERIFORMES,Passerellidae,Melozone cabanisi,Cabanis's Ground Sparrow,Rotohr-Grundammer
10411,PASSERIFORMES,Passerellidae,Aimophila rufescens,Rusty Sparrow,Rostrückenammer
10412,PASSERIFORMES,Passerellidae,Aimophila ruficeps,Rufous-crowned Sparrow,Rostscheitelammer
10413,PASSERIFORMES,Passerellidae,Aimophila notosticta,Oaxaca Sparrow,Oaxacaammer
10414,PASSERIFORMES,Passerellidae,Pipilo chlorurus,Green-tailed Towhee,Grünschwanz-Grundammer
10415,PASSERIFORMES,Passerellidae,Pipilo maculatus,Spotted Towhee,Fleckengrundammer
10416,PASSERIFORMES,Passerellidae,Pipilo erythrophthalmus,Eastern Towhee,Rötelgrundammer
10417,PASSERIFORMES,Passerellidae,Pipilo naufragus,Bermuda Towhee,Bermudagrundammer
10418,PASSERIFORMES,Passerellidae,Pipilo ocai,Collared Towhee,Halsband-Grundammer
10419,PASSERIFORMES,Passerellidae,Atlapetes pileatus,Rufous-capped Brushfinch,Rotkappen-Buschammer
10420,PASSERIFORMES,Passerellidae,Atlapetes albinucha,White-naped Brushfinch,Weißnacken-Buschammer
10421,PASSERIFORMES,Passerellidae,Atlapetes tibialis,Yellow-thighed Brushfinch,Gelbschenkel-Buschammer
10422,PASSERIFORMES,Passerellidae,Atlapetes luteoviridis,Yellow-green Brushfinch,Anthrazitbuschammer
10423,PASSERIFORMES,Passerellidae,Atlapetes albofrenatus,Moustached Brushfinch,Weißbart-Buschammer
10424,PASSERIFORMES,Passerellidae,Atlapetes meridae,Merida Brushfinch,Méridabuschammer
10425,PASSERIFORMES,Passerellidae,Atlapetes personatus,Tepui Brushfinch,Tepuibuschammer
10426,PASSERIFORMES,Passerellidae,Atlapetes melanocephalus,Santa Marta Brushfinch,Grauohr-Buschammer
10427,PASSERIFORMES,Passerellidae,Atlapetes semirufus,Ochre-breasted Brushfinch,Ockerbrust-Buschammer
10428,PASSERIFORMES,Passerellidae,Atlapetes flaviceps,Yellow-headed Brushfinch,Goldkopf-Buschammer
10429,PASSERIFORMES,Passerellidae,Atlapetes fuscoolivaceus,Dusky-headed Brushfinch,Rußkopf-Buschammer
10430,PASSERIFORMES,Passerellidae,Atlapetes leucopis,White-rimmed Brushfinch,Brillenbuschammer
10431,PASSERIFORMES,Passerellidae,Atlapetes albiceps,White-headed Brushfinch,Weißkopf-Buschammer
10432,PASSERIFORMES,Passerellidae,Atlapetes rufigenis,Rufous-eared Brushfinch,Rotohr-Buschammer
10433,PASSERIFORMES,Passerellidae,Atlapetes crassus,Choco Brushfinch,Goldscheitel-Buschammer
10434,PASSERIFORMES,Passerellidae,Atlapetes tricolor,Tricolored Brushfinch,Dreifarben-Buschammer
10435,PASSERIFORMES,Passerellidae,Atlapetes schistaceus,Slaty Brushfinch,Graubrust-Buschammer
10436,PASSERIFORMES,Passerellidae,Atlapetes pallidinucha,Pale-naped Brushfinch,Zimtstirn-Buschammer
10437,PASSERIFORMES,Passerellidae,Atlapetes blancae,Antioquia Brushfinch,Antioquiabuschammer
10438,PASSERIFORMES,Passerellidae,Atlapetes latinuchus,Yellow-breasted Brushfinch,Gelbbrust-Buschammer
10439,PASSERIFORMES,Passerellidae,Atlapetes nigrifrons,Black-fronted Brushfinch,Schwarzstirn-Buschammer
10440,PASSERIFORMES,Passerellidae,Atlapetes leucopterus,White-winged Brushfinch,Spiegelbuschammer
10441,PASSERIFORMES,Passerellidae,Atlapetes pallidiceps,Pale-headed Brushfinch,Blasskopf-Buschammer
10442,PASSERIFORMES,Passerellidae,Atlapetes seebohmi,Bay-crowned Brushfinch,Rotscheitel-Buschammer
10443,PASSERIFORMES,Passerellidae,Atlapetes nationi,Rusty-bellied Brushfinch,Rostbauch-Buschammer
10444,PASSERIFORMES,Passerellidae,Atlapetes forbesi,Apurimac Brushfinch,Forbesbuschammer
10445,PASSERIFORMES,Passerellidae,Atlapetes melanopsis,Black-spectacled Brushfinch,Schwarzbrillen-Buschammer
10446,PASSERIFORMES,Passerellidae,Atlapetes terborghi,Vilcabamba Brushfinch,Vilcabambabuschammer
10447,PASSERIFORMES,Passerellidae,Atlapetes canigenis,Cuzco Brushfinch,Schieferbuschammer
10448,PASSERIFORMES,Passerellidae,Atlapetes melanolaemus,Grey-eared Brushfinch,Schwarzgesicht-Buschammer
10449,PASSERIFORMES,Passerellidae,Atlapetes rufinucha,Bolivian Brushfinch,Rotnacken-Buschammer
10450,PASSERIFORMES,Passerellidae,Atlapetes fulviceps,Fulvous-headed Brushfinch,Braunbart-Buschammer
10451,PASSERIFORMES,Passerellidae,Atlapetes citrinellus,Yellow-striped Brushfinch,Schwarzbart-Buschammer
10452,PASSERIFORMES,Calyptophilidae,Calyptophilus tertius,Western Chat-Tanager,Haitischmätzertangare
10453,PASSERIFORMES,Calyptophilidae,Calyptophilus frugivorus,Eastern Chat-Tanager,Dominikanerschmätzertangare
10454,PASSERIFORMES,Phaenicophilidae,Phaenicophilus palmarum,Black-crowned Tanager,Schwarzscheitel-Palmtangare
10455,PASSERIFORMES,Phaenicophilidae,Phaenicophilus poliocephalus,Grey-crowned Tanager,Grauscheitel-Palmtangare
10456,PASSERIFORMES,Phaenicophilidae,Microligea palustris,Green-tailed Warbler,Graubrust-Palmtangare
10457,PASSERIFORMES,Phaenicophilidae,Xenoligea montana,White-winged Warbler,Spiegelpalmtangare
10458,PASSERIFORMES,Nesospingidae,Nesospingus speculiferus,Puerto Rican Tanager,Puerto-Rico-Tangare
10459,PASSERIFORMES,Spindalidae,Spindalis zena,Western Spindalis,Kuba-Streifenkopftangare
10460,PASSERIFORMES,Spindalidae,Spindalis dominicensis,Hispaniolan Spindalis,Hispaniola-Streifenkopftangare
10461,PASSERIFORMES,Spindalidae,Spindalis portoricensis,Puerto Rican Spindalis,Puerto-Rico-Streifenkopftangare
10462,PASSERIFORMES,Spindalidae,Spindalis nigricephala,Jamaican Spindalis,Jamaika-Streifenkopftangare
10463,PASSERIFORMES,Zeledoniidae,Zeledonia coronata,Wrenthrush,Zaunkönigsänger
